class,tweets,clean_text
0,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if �_ leaving earlier or wat mah cos mayb �_ haf to walk v far...,yup msg tat yijue tot group mate cos meeting today mah im askin � leaving earlier wat mah cos mayb � haf walk v far
0,Hows that watch resizing,hows watch resizing
0,I to am looking forward to all the sex cuddling.. Only two more sleeps ,looking forward sex cuddling sleeps
0,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,im turning phone moms telling cancer sister wont stop calling hurts talk u u home love u
0,Annoying isn't it.,annoying isnt
0,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",dear heroi leaving qatar tonite apt opportunitypls touch ltemailgt kerala
1,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spjanuary male sale hot gay chat cheaper 08709222922 national rate 15pmin cheap 78pmin peak stop texts 08712460324 10pmin
0,"Aight, see you in a bit",aight bit
0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",need 8th im campus atm pick hour
0,This single single answers are we fighting? Plus i said am broke and you didnt reply,single single answers fighting plus said broke didnt reply
0,I meant middle left or right?,meant middle left right
0,Dont know you bring some food,dont know bring food
0,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also bought��braindance��a comp.ofstuff on aphex��s ;abel,sicomo nolistened2the plaid albumquite gdthe new air1 hilariousalso bought��braindance��a compofstuff aphex��s abel
1,"URGENT! Your mobile was awarded a �1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",urgent mobile awarded �1500 bonus caller prize 27603 final attempt 2 contact u 08714714011
0,I've been trying to reach him without success,ive trying reach success
0,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,ok dis pierre cardin looks normal costs 20 sale
0,Ard 530 like dat lor. We juz meet in mrt station then �_ dun haf to come out.,ard 530 like dat lor juz meet mrt station � dun haf come
0,K..k:)how about your training process?,kkhow training process
0,You need to get up. Now.,need
0,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,dont forget owns whos private property good boy passionate kiss
0,"Sorry, I'll call later",sorry ill later
1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or �1000. To claim txt DIS to 87121 18+6*�1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",urgent ur awarded complimentary trip eurodisinc trav acoentry41 �1000 claim txt dis 87121 186�150morefrmmob shracomorsglsuplt10 ls1 3aj
0,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,thank u better work cause feel used
0,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",dearregret cudnt pick calldrove frm ctla cochin homeleft mobile carente style ishtamayoohappy bakrid
0,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,love u 2 babe r u sure alrite idiot txt bak girlie
0,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,come imin towndontmatter urgoin outl8r
0,Shopping lor. Them raining mah hard 2 leave orchard.,shopping lor raining mah hard 2 leave orchard
0,i can call in  &lt;#&gt;  min if thats ok,ltgt min thats ok
0,Yes when is the appt again?,yes appt
0,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,taught ranjith sir called sms like becaus hes verifying project prabu told today pa dont mistake
0,So u workin overtime nigpun?,u workin overtime nigpun
1,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,wwwapplausestorecom monthlysubscription50pmsg max6month tcsc web age16 2stop txt stop
0,Well i will watch shrek in 3D!!B),watch shrek 3db
0,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",open rebtel firefox loads just plus sign user place numbers lower number number pick number pin display okay
0,:) ,
0,R �_ comin back for dinner?,r � comin dinner
0,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",im want need actually better yor ownyouve got money work man pay rent fucking gas tank yes im stressed depressed didnt home thanksgiving cuz ill tell im
0,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,cool like swimming pool jacuzzi house
0,Ok...,ok
0,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",lovely night wake message hope smile knowing great morning
0,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,good afternoon starshine hows boytoy does crave ache fuck sips cappuccino miss babe teasing kiss
0,"Haha awesome, I might need to take you up on that, what you doin tonight?",haha awesome need doin tonight
0,And of course you should make a stink!,course make stink
0,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",swhrt u deyhope ur ok tot u 2daylove n misstake care
0,Where wuld I be without my baby? The thought alone mite break me and I don��t wanna go crazy but everyboy needs his lady xxxxxxxx,wuld baby thought mite break don��t wanna crazy everyboy needs lady xxxxxxxx
0,Its good to hear from you,good hear
0,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,im fine babes aint 2 tho saw scary movie yest quite funny want 2mrw afternoon town mall sumthinxx
0,YO YO YO BYATCH WHASSUP?,yo yo yo byatch whassup
0,Stupid.its not possible,stupidits possible
0,I'm glad. You are following your dreams.,im glad following dreams
0,Ha ha cool cool chikku chikku:-):-DB-),ha ha cool cool chikku chikkudb
0,"that would be good ��_ I'll phone you tomo lunchtime, shall I, to organise something?",good �� ill phone tomo lunchtime shall organise
1,You have 1 new message. Please call 08718738034.,1 new message 08718738034
0,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",heygreat dealfarm tour 9am 5pm 95pax 50 deposit 16
0,Bbq this sat at mine from 6ish. Ur welcome 2 come,bbq sat 6ish ur welcome 2 come
0,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,valentines huh proof fb page ugh im glad really didnt watch rupaul tool
0,Sorry for the delay. Yes masters,sorry delay yes masters
0,I dont know oh. Hopefully this month.,dont know oh hopefully month
0,"Not sure yet, still trying to get a hold of him",sure trying hold
0,Everybody had fun this evening. Miss you.,everybody fun evening miss
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,private 2003 account statement shows 800 unredeemed s m points 08718738002 identifier code 48922 expires 211104
0,I tot it's my group mate... Lucky i havent reply... Wat time do �_ need to leave... ,tot group mate lucky havent reply wat time � need leave
1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",sms ac blind date 4u rodds1 21m aberdeen united kingdom check httpimg sms acwicmb3cktz8r74 blind dates send hide
0,"I'm back &amp; we're packing the car now, I'll let you know if there's room",im amp packing car ill let know theres room
0,You still coming tonight?,coming tonight
0,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",anyways just gym love smiles hope ok having good day babe miss
0,Oh. U must have taken your REAL Valentine out shopping first.,oh u taken real valentine shopping
0,Doing project w frens lor. ,doing project w frens lor
0,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,nice pubs near frankie n bennys near warner cinema
0,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,realise busy guy im trying bother exams outta way try cars gr8 day
0,Oh k:)after that placement there ah?,oh kafter placement ah
0,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,probably wont eat today think im gonna pop weekend did u miss
0,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,kind took garage centre exhaust needs replacing ordered n taking fixed tomo morning
0,K:)eng rocking in ashes:),keng rocking ashes
1,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a �500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",guaranteed latest nokia phone 40gb ipod mp3 player �500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18
0,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,jesus christ bitch im trying drugs answer fucking phone
0,Oh that was a forwarded message. I thought you send that to me,oh forwarded message thought send
0,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",urgh coach hot smells chip fat thanks especially duvet predictive text word
0,If he started searching he will get job in few days.he have great potential and talent.,started searching job dayshe great potential talent
0,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,whats oga left phone home just saw ur messages hope good great weekend
0,How are you holding up?,holding
0,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,does cinema plus drink appeal tomo fr thriller director like mac 830
0,"When you just put in the + sign, choose my number and the pin will show. Right?",just sign choose number pin right
0,Which channel:-):-):):-).,channel
1,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",bears pic nick tom pete dick fact types try gay chat photo upload 08718730666 10pmin 2 stop texts 08712460324
